Journeys,Conversion_value
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Conversion']",1
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Conversion']",1
"['Start', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Conversion']",1
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Conversion']",1
"['Start', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Conversion']",1
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Facebook ads', 'Youtube ads', 'Instagram influencers', 'Conversion']",1
"['Start', 'Facebook ads', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Null']",0
"['Start', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Instagram influencers', 'Null']",0
"['Start', 'Youtube ads', 'Instagram influencers', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Instagram influencers', 'Facebook ads', 'Null']",0
"['Start', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Youtube ads', 'Facebook ads', 'Instagram influencers', 'Facebook ads', 'Youtube ads', 'Null']",0
